Timestamp,Amount (INR),Sender,UPI ID,Platform,Category,Item,Receiver
3/4/2023 3:00,6282.6443,Vivek Saxena,viveksaxena@upi,Bank UPI,Electronics,Laptop,Super Market Pvt Ltd
3/4/2023 4:00,7986.238884,Vivek Saxena,viveksaxena@upi,Google Pay,Electronics,Smartwatch,Super Market Pvt Ltd
3/4/2023 5:00,5551.525697,Rajesh Gupta,rajeshgupta@upi,Google Pay,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/4/2023 6:00,5485.314082,Manoj Tiwari,manojtiwari@upi,Paytm,Electronics,Headphones,Super Market Pvt Ltd
3/4/2023 7:00,8095.369132,Meera Menon,meeramenon@upi,Amazon Pay,Clothing,Shirt,Super Market Pvt Ltd
3/4/2023 8:00,8101.900232,Nikhil Pandey,nikhilpandey@upi,PhonePe,Electronics,Smartphone,Super Market Pvt Ltd
3/4/2023 9:00,4500.623774,Sneha Kapoor,snehakapoor@upi,Google Pay,Groceries,Fruits,Super Market Pvt Ltd
3/4/2023 10:00,5204.569264,Meera Menon,meeramenon@upi,PhonePe,Clothing,Jacket,Super Market Pvt Ltd
3/4/2023 11:00,5436.274381,Deepa Sinha,deepasinha@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
3/4/2023 12:00,7470.822386,Manoj Tiwari,manojtiwari@upi,Google Pay,Frozen Foods,Pasta,Super Market Pvt Ltd
3/4/2023 13:00,7915.776634,Varun Iyer,varuniyer@upi,Bank UPI,Furniture,Dining Table,Super Market Pvt Ltd
3/4/2023 14:00,4985.226554,Vivek Saxena,viveksaxena@upi,Google Pay,Clothing,Saree,Super Market Pvt Ltd
3/4/2023 15:00,5060.147961,Nikhil Pandey,nikhilpandey@upi,Bank UPI,Footwear,socks,Super Market Pvt Ltd
3/4/2023 16:00,8325.257147,Kavita Das,kavitadas@upi,Google Pay,Footwear,kids footwear,Super Market Pvt Ltd
3/4/2023 17:00,8764.734007,Sneha Kapoor,snehakapoor@upi,Bank UPI,Clothing,Shoes,Super Market Pvt Ltd
3/4/2023 18:00,7254.617813,Ramesh Chandra,rameshchandra@upi,PhonePe,Clothing,Jeans,Super Market Pvt Ltd
3/4/2023 19:00,4825.845988,Anjali Mishra,anjalimishra@upi,Paytm,Footwear,socks,Super Market Pvt Ltd
3/4/2023 20:00,7884.782163,Vivek Saxena,viveksaxena@upi,Amazon Pay,Furniture,Dining Table,Super Market Pvt Ltd
3/4/2023 21:00,6187.085178,Varun Iyer,varuniyer@upi,Google Pay,Furniture,Dining Table,Super Market Pvt Ltd
3/4/2023 22:00,7802.792766,Manoj Tiwari,manojtiwari@upi,Amazon Pay,Furniture,Sofa,Super Market Pvt Ltd
3/4/2023 23:00,8109.589444,Simran Kaur,simrankaur@upi,Bank UPI,Groceries,Milk,Super Market Pvt Ltd
3/5/2023 0:00,6007.333532,Arjun Malhotra,arjunmalhotra@upi,Amazon Pay,Stationery,exam pads,Super Market Pvt Ltd
3/5/2023 1:00,6532.814826,Sneha Kapoor,snehakapoor@upi,Bank UPI,Stationery,exam pads,Super Market Pvt Ltd
3/5/2023 2:00,4654.382165,Arjun Malhotra,arjunmalhotra@upi,Amazon Pay,Frozen Foods,Ice Cream,Super Market Pvt Ltd
3/5/2023 3:00,5415.683589,Divya Nair,divyanair@upi,Bank UPI,Groceries,Rice,Super Market Pvt Ltd
3/5/2023 4:00,5157.026074,Rajesh Gupta,rajeshgupta@upi,PhonePe,Frozen Foods,Pasta,Super Market Pvt Ltd
3/5/2023 5:00,7149.593717,Sneha Kapoor,snehakapoor@upi,Bank UPI,Furniture,Sofa,Super Market Pvt Ltd
3/5/2023 6:00,4923.127312,Deepa Sinha,deepasinha@upi,Amazon Pay,Footwear,Men shoes,Super Market Pvt Ltd
3/5/2023 7:00,4770.105174,Ayesha Khan,ayeshakhan@upi,BHIM UPI,Groceries,Rice,Super Market Pvt Ltd
3/5/2023 8:00,7918.603089,Nikhil Pandey,nikhilpandey@upi,Bank UPI,Electronics,Headphones,Super Market Pvt Ltd
3/5/2023 9:00,7667.649927,Akhil Sharma,akhilsharma@upi,PhonePe,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
3/5/2023 10:00,8990.297248,Meera Menon,meeramenon@upi,PhonePe,Groceries,Milk,Super Market Pvt Ltd
3/5/2023 11:00,8596.048192,Manoj Tiwari,manojtiwari@upi,BHIM UPI,Footwear,socks,Super Market Pvt Ltd
3/5/2023 12:00,5052.03123,Akhil Sharma,akhilsharma@upi,Paytm,Footwear,kids footwear,Super Market Pvt Ltd
3/5/2023 13:00,6330.273487,Pranav Bajaj,pranavbajaj@upi,Paytm,Clothing,Shoes,Super Market Pvt Ltd
3/5/2023 14:00,8527.64008,Meera Menon,meeramenon@upi,Bank UPI,Footwear,women shoes,Super Market Pvt Ltd
3/5/2023 15:00,6125.290116,Pranav Bajaj,pranavbajaj@upi,Google Pay,Frozen Foods,french fries,Super Market Pvt Ltd
3/5/2023 16:00,8409.53865,Sonali Bhatia,sonalibhatia@upi,Paytm,Furniture,Bed,Super Market Pvt Ltd
3/5/2023 17:00,9769.655689,Arjun Malhotra,arjunmalhotra@upi,Google Pay,Frozen Foods,Pasta,Super Market Pvt Ltd
3/5/2023 18:00,4698.570167,Siddharth Roy,siddharthroy@upi,Amazon Pay,Footwear,socks,Super Market Pvt Ltd
3/5/2023 19:00,6064.830674,Nikhil Pandey,nikhilpandey@upi,Google Pay,Groceries,Milk,Super Market Pvt Ltd
3/5/2023 20:00,5265.818326,Divya Nair,divyanair@upi,Paytm,Groceries,Rice,Super Market Pvt Ltd
3/5/2023 21:00,6861.279664,Anjali Mishra,anjalimishra@upi,Google Pay,Groceries,Vegetables,Super Market Pvt Ltd
3/5/2023 22:00,8736.608042,Manoj Tiwari,manojtiwari@upi,PhonePe,Footwear,kids footwear,Super Market Pvt Ltd
3/5/2023 23:00,8111.458058,Anjali Mishra,anjalimishra@upi,Paytm,Furniture,Dining Table,Super Market Pvt Ltd
3/6/2023 0:00,5665.055805,Varun Iyer,varuniyer@upi,Google Pay,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
3/6/2023 1:00,4669.313075,Manoj Tiwari,manojtiwari@upi,Paytm,Furniture,Dining Table,Super Market Pvt Ltd
3/6/2023 2:00,8829.446651,Nikhil Pandey,nikhilpandey@upi,BHIM UPI,Clothing,Jeans,Super Market Pvt Ltd
3/6/2023 3:00,6421.775044,Meera Menon,meeramenon@upi,Paytm,Electronics,Laptop,Super Market Pvt Ltd
3/6/2023 4:00,6552.020281,Deepa Sinha,deepasinha@upi,BHIM UPI,Furniture,Wardrobe,Super Market Pvt Ltd
3/6/2023 5:00,7447.867558,Pranav Bajaj,pranavbajaj@upi,Google Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
3/6/2023 6:00,7181.046393,Vivek Saxena,viveksaxena@upi,BHIM UPI,Stationery,exam pads,Super Market Pvt Ltd
3/6/2023 7:00,5207.928676,Arjun Malhotra,arjunmalhotra@upi,Paytm,Stationery,Book,Super Market Pvt Ltd
3/6/2023 8:00,7250.728878,Arjun Malhotra,arjunmalhotra@upi,PhonePe,Groceries,Milk,Super Market Pvt Ltd
3/6/2023 9:00,5647.674335,Sonali Bhatia,sonalibhatia@upi,BHIM UPI,Clothing,Jeans,Super Market Pvt Ltd
3/6/2023 10:00,5358.613491,Sneha Kapoor,snehakapoor@upi,Paytm,Stationery,Book,Super Market Pvt Ltd
3/6/2023 11:00,9144.645474,Sneha Kapoor,snehakapoor@upi,PhonePe,Furniture,Chair,Super Market Pvt Ltd
3/6/2023 12:00,4866.089704,Anjali Mishra,anjalimishra@upi,Amazon Pay,Furniture,Chair,Super Market Pvt Ltd
3/6/2023 13:00,7622.408467,Meera Menon,meeramenon@upi,Bank UPI,Frozen Foods,Pasta,Super Market Pvt Ltd
3/6/2023 14:00,9085.805577,Nikhil Pandey,nikhilpandey@upi,BHIM UPI,Electronics,Tablet,Super Market Pvt Ltd
3/6/2023 15:00,7271.477395,Nikhil Pandey,nikhilpandey@upi,BHIM UPI,Electronics,Smartwatch,Super Market Pvt Ltd
3/6/2023 16:00,5654.499241,Varun Iyer,varuniyer@upi,Google Pay,Electronics,Headphones,Super Market Pvt Ltd
3/6/2023 17:00,8001.100136,Ayesha Khan,ayeshakhan@upi,Amazon Pay,Furniture,Wardrobe,Super Market Pvt Ltd
3/6/2023 18:00,6683.796629,Akhil Sharma,akhilsharma@upi,Google Pay,Stationery,pens,Super Market Pvt Ltd
3/6/2023 19:00,4491.060137,Deepa Sinha,deepasinha@upi,Google Pay,Frozen Foods,french fries,Super Market Pvt Ltd
3/6/2023 20:00,6727.807797,Varun Iyer,varuniyer@upi,Paytm,Furniture,Wardrobe,Super Market Pvt Ltd
3/6/2023 21:00,7148.562963,Anjali Mishra,anjalimishra@upi,Google Pay,Groceries,Fruits,Super Market Pvt Ltd
3/6/2023 22:00,8638.370887,Siddharth Roy,siddharthroy@upi,BHIM UPI,Footwear,kids footwear,Super Market Pvt Ltd
3/6/2023 23:00,7357.647901,Vivek Saxena,viveksaxena@upi,Google Pay,Electronics,Laptop,Super Market Pvt Ltd
3/7/2023 0:00,4619.056549,Arjun Malhotra,arjunmalhotra@upi,PhonePe,Groceries,Fruits,Super Market Pvt Ltd
3/7/2023 1:00,5551.534759,Shweta Joshi,shwetajoshi@upi,BHIM UPI,Groceries,Wheat,Super Market Pvt Ltd
3/7/2023 2:00,5011.188629,Ayesha Khan,ayeshakhan@upi,Bank UPI,Stationery,arcylic paints,Super Market Pvt Ltd
3/7/2023 3:00,6648.768152,Ayesha Khan,ayeshakhan@upi,Paytm,Clothing,Jeans,Super Market Pvt Ltd
3/7/2023 4:00,5295.129304,Ayesha Khan,ayeshakhan@upi,Google Pay,Groceries,Rice,Super Market Pvt Ltd
3/7/2023 5:00,5474.74951,Sonali Bhatia,sonalibhatia@upi,PhonePe,Electronics,Tablet,Super Market Pvt Ltd
3/7/2023 6:00,6785.774082,Sneha Kapoor,snehakapoor@upi,Bank UPI,Footwear,socks,Super Market Pvt Ltd
3/7/2023 7:00,6018.00963,Manoj Tiwari,manojtiwari@upi,PhonePe,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/7/2023 8:00,7354.546911,Varun Iyer,varuniyer@upi,BHIM UPI,Groceries,Fruits,Super Market Pvt Ltd
3/7/2023 9:00,6722.743954,Manoj Tiwari,manojtiwari@upi,Google Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
3/7/2023 10:00,5937.943486,Nikhil Pandey,nikhilpandey@upi,PhonePe,Furniture,Chair,Super Market Pvt Ltd
3/7/2023 11:00,5488.709494,Akhil Sharma,akhilsharma@upi,Google Pay,Furniture,Chair,Super Market Pvt Ltd
3/7/2023 12:00,5132.210917,Sneha Kapoor,snehakapoor@upi,BHIM UPI,Groceries,Fruits,Super Market Pvt Ltd
3/7/2023 13:00,8787.802229,Shweta Joshi,shwetajoshi@upi,Amazon Pay,Electronics,Laptop,Super Market Pvt Ltd
3/7/2023 14:00,6149.759001,Sonali Bhatia,sonalibhatia@upi,PhonePe,Stationery,exam pads,Super Market Pvt Ltd
3/7/2023 15:00,7696.31834,Shweta Joshi,shwetajoshi@upi,Paytm,Stationery,arcylic paints,Super Market Pvt Ltd
3/7/2023 16:00,5423.269732,Sneha Kapoor,snehakapoor@upi,Google Pay,Footwear,kids footwear,Super Market Pvt Ltd
3/7/2023 17:00,9540.83575,Divya Nair,divyanair@upi,Bank UPI,Footwear,socks,Super Market Pvt Ltd
3/7/2023 18:00,4659.6298,Sonali Bhatia,sonalibhatia@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
3/7/2023 19:00,7283.353485,Varun Iyer,varuniyer@upi,BHIM UPI,Furniture,Bed,Super Market Pvt Ltd
3/7/2023 20:00,6226.552675,Nikhil Pandey,nikhilpandey@upi,Bank UPI,Furniture,Chair,Super Market Pvt Ltd
3/7/2023 21:00,5517.38502,Simran Kaur,simrankaur@upi,Paytm,Stationery,arcylic paints,Super Market Pvt Ltd
3/7/2023 22:00,4938.854472,Rajesh Gupta,rajeshgupta@upi,Amazon Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
3/7/2023 23:00,5601.51583,Anjali Mishra,anjalimishra@upi,Google Pay,Stationery,exam pads,Super Market Pvt Ltd
3/8/2023 0:00,8198.397254,Shweta Joshi,shwetajoshi@upi,Amazon Pay,Clothing,Jacket,Super Market Pvt Ltd
3/8/2023 1:00,8148.125397,Akhil Sharma,akhilsharma@upi,BHIM UPI,Groceries,Wheat,Super Market Pvt Ltd
3/8/2023 2:00,4862.074376,Ayesha Khan,ayeshakhan@upi,PhonePe,Stationery,pens,Super Market Pvt Ltd
3/8/2023 3:00,4819.808826,Kavita Das,kavitadas@upi,Amazon Pay,Groceries,Vegetables,Super Market Pvt Ltd
3/8/2023 4:00,5279.203458,Shweta Joshi,shwetajoshi@upi,PhonePe,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
3/8/2023 5:00,5102.950027,Nikhil Pandey,nikhilpandey@upi,Paytm,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/8/2023 6:00,8879.978183,Ayesha Khan,ayeshakhan@upi,BHIM UPI,Furniture,Chair,Super Market Pvt Ltd
3/8/2023 7:00,6670.887399,Divya Nair,divyanair@upi,PhonePe,Groceries,Milk,Super Market Pvt Ltd
3/8/2023 8:00,8375.059152,Nikhil Pandey,nikhilpandey@upi,Google Pay,Electronics,Smartwatch,Super Market Pvt Ltd
3/8/2023 9:00,7680.017862,Akhil Sharma,akhilsharma@upi,BHIM UPI,Footwear,kids footwear,Super Market Pvt Ltd
3/8/2023 10:00,6024.127032,Arjun Malhotra,arjunmalhotra@upi,Paytm,Stationery,pens,Super Market Pvt Ltd
3/8/2023 11:00,5261.403563,Sneha Kapoor,snehakapoor@upi,Google Pay,Clothing,Jeans,Super Market Pvt Ltd
3/8/2023 12:00,6527.61853,Ayesha Khan,ayeshakhan@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
3/8/2023 13:00,8660.42278,Deepa Sinha,deepasinha@upi,Amazon Pay,Electronics,Smartphone,Super Market Pvt Ltd
3/8/2023 14:00,5340.299122,Arjun Malhotra,arjunmalhotra@upi,Bank UPI,Electronics,Smartwatch,Super Market Pvt Ltd
3/8/2023 15:00,7713.90837,Manoj Tiwari,manojtiwari@upi,BHIM UPI,Groceries,Milk,Super Market Pvt Ltd
3/8/2023 16:00,9323.259337,Shweta Joshi,shwetajoshi@upi,Google Pay,Footwear,Men shoes,Super Market Pvt Ltd
3/8/2023 17:00,6587.149578,Deepa Sinha,deepasinha@upi,PhonePe,Frozen Foods,french fries,Super Market Pvt Ltd
3/8/2023 18:00,8058.33503,Anjali Mishra,anjalimishra@upi,PhonePe,Frozen Foods,french fries,Super Market Pvt Ltd
3/8/2023 19:00,8507.377983,Anjali Mishra,anjalimishra@upi,BHIM UPI,Clothing,Jeans,Super Market Pvt Ltd
3/8/2023 20:00,6927.994006,Ramesh Chandra,rameshchandra@upi,BHIM UPI,Furniture,Dining Table,Super Market Pvt Ltd
3/8/2023 21:00,8871.651431,Anjali Mishra,anjalimishra@upi,Paytm,Electronics,Smartphone,Super Market Pvt Ltd
3/8/2023 22:00,6991.695138,Divya Nair,divyanair@upi,Amazon Pay,Electronics,Tablet,Super Market Pvt Ltd
3/8/2023 23:00,4570.888252,Divya Nair,divyanair@upi,Paytm,Frozen Foods,Pasta,Super Market Pvt Ltd
3/9/2023 0:00,7986.850135,Sneha Kapoor,snehakapoor@upi,Bank UPI,Electronics,Tablet,Super Market Pvt Ltd
3/9/2023 1:00,6047.449829,Ramesh Chandra,rameshchandra@upi,Paytm,Furniture,Chair,Super Market Pvt Ltd
3/9/2023 2:00,5201.163972,Ramesh Chandra,rameshchandra@upi,PhonePe,Frozen Foods,Pasta,Super Market Pvt Ltd
3/9/2023 3:00,8937.402823,Anjali Mishra,anjalimishra@upi,PhonePe,Stationery,pens,Super Market Pvt Ltd
3/9/2023 4:00,4838.3689,Varun Iyer,varuniyer@upi,Google Pay,Groceries,Vegetables,Super Market Pvt Ltd
3/9/2023 5:00,7066.97799,Varun Iyer,varuniyer@upi,Bank UPI,Groceries,Vegetables,Super Market Pvt Ltd
3/9/2023 6:00,5181.538521,Pranav Bajaj,pranavbajaj@upi,Bank UPI,Footwear,women shoes,Super Market Pvt Ltd
3/9/2023 7:00,7032.975572,Meera Menon,meeramenon@upi,Paytm,Groceries,Vegetables,Super Market Pvt Ltd
3/9/2023 8:00,5145.328438,Kavita Das,kavitadas@upi,Google Pay,Groceries,Wheat,Super Market Pvt Ltd
3/9/2023 9:00,8184.895393,Deepa Sinha,deepasinha@upi,BHIM UPI,Clothing,Jacket,Super Market Pvt Ltd
3/9/2023 10:00,8724.422164,Sneha Kapoor,snehakapoor@upi,Google Pay,Clothing,Saree,Super Market Pvt Ltd
3/9/2023 11:00,4428.06218,Siddharth Roy,siddharthroy@upi,PhonePe,Frozen Foods,french fries,Super Market Pvt Ltd
3/9/2023 12:00,5251.733143,Kavita Das,kavitadas@upi,Paytm,Groceries,Vegetables,Super Market Pvt Ltd
3/9/2023 13:00,7571.122997,Pranav Bajaj,pranavbajaj@upi,PhonePe,Clothing,Jacket,Super Market Pvt Ltd
3/9/2023 14:00,4421.722174,Deepa Sinha,deepasinha@upi,BHIM UPI,Stationery,Book,Super Market Pvt Ltd
3/9/2023 15:00,6671.811439,Rajesh Gupta,rajeshgupta@upi,Amazon Pay,Footwear,socks,Super Market Pvt Ltd
3/9/2023 16:00,5487.914874,Vivek Saxena,viveksaxena@upi,Bank UPI,Groceries,Rice,Super Market Pvt Ltd
3/9/2023 17:00,6032.716883,Pranav Bajaj,pranavbajaj@upi,Paytm,Clothing,Saree,Super Market Pvt Ltd
3/9/2023 18:00,4683.611208,Manoj Tiwari,manojtiwari@upi,PhonePe,Furniture,Sofa,Super Market Pvt Ltd
3/9/2023 19:00,8818.835135,Pranav Bajaj,pranavbajaj@upi,Amazon Pay,Clothing,Shoes,Super Market Pvt Ltd
3/9/2023 20:00,7322.839799,Nikhil Pandey,nikhilpandey@upi,BHIM UPI,Clothing,Shoes,Super Market Pvt Ltd
3/9/2023 21:00,4722.271194,Vivek Saxena,viveksaxena@upi,Amazon Pay,Frozen Foods,Pasta,Super Market Pvt Ltd
3/9/2023 22:00,7860.381126,Nikhil Pandey,nikhilpandey@upi,PhonePe,Furniture,Sofa,Super Market Pvt Ltd
3/9/2023 23:00,4933.417588,Shweta Joshi,shwetajoshi@upi,PhonePe,Footwear,kids footwear,Super Market Pvt Ltd
3/10/2023 0:00,5532.797904,Kavita Das,kavitadas@upi,BHIM UPI,Furniture,Bed,Super Market Pvt Ltd
3/10/2023 1:00,8500.266404,Kavita Das,kavitadas@upi,BHIM UPI,Footwear,socks,Super Market Pvt Ltd
3/10/2023 2:00,4896.827302,Manoj Tiwari,manojtiwari@upi,Amazon Pay,Stationery,Book,Super Market Pvt Ltd
3/10/2023 3:00,7625.512655,Akhil Sharma,akhilsharma@upi,Amazon Pay,Frozen Foods,french fries,Super Market Pvt Ltd
3/10/2023 4:00,6284.738791,Meera Menon,meeramenon@upi,Bank UPI,Furniture,Bed,Super Market Pvt Ltd
3/10/2023 5:00,6404.601901,Nikhil Pandey,nikhilpandey@upi,Bank UPI,Footwear,socks,Super Market Pvt Ltd
3/10/2023 6:00,5571.367769,Akhil Sharma,akhilsharma@upi,PhonePe,Footwear,Men shoes,Super Market Pvt Ltd
3/10/2023 7:00,6840.241254,Arjun Malhotra,arjunmalhotra@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
3/10/2023 8:00,6169.939195,Anjali Mishra,anjalimishra@upi,Google Pay,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/10/2023 9:00,8133.292055,Divya Nair,divyanair@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
3/10/2023 10:00,7808.94827,Ayesha Khan,ayeshakhan@upi,Paytm,Clothing,Shoes,Super Market Pvt Ltd
3/10/2023 11:00,8585.51081,Anjali Mishra,anjalimishra@upi,Paytm,Furniture,Wardrobe,Super Market Pvt Ltd
3/10/2023 12:00,5435.767222,Ramesh Chandra,rameshchandra@upi,BHIM UPI,Footwear,kids footwear,Super Market Pvt Ltd
3/10/2023 13:00,8337.849818,Pranav Bajaj,pranavbajaj@upi,Amazon Pay,Electronics,Headphones,Super Market Pvt Ltd
3/10/2023 14:00,5249.396788,Nikhil Pandey,nikhilpandey@upi,Paytm,Clothing,Jeans,Super Market Pvt Ltd
3/10/2023 15:00,8511.380925,Arjun Malhotra,arjunmalhotra@upi,Bank UPI,Clothing,Jacket,Super Market Pvt Ltd
3/10/2023 16:00,7113.276392,Manoj Tiwari,manojtiwari@upi,PhonePe,Clothing,Shoes,Super Market Pvt Ltd
3/10/2023 17:00,4219.508819,Pranav Bajaj,pranavbajaj@upi,PhonePe,Electronics,Smartwatch,Super Market Pvt Ltd
3/10/2023 18:00,7837.693737,Divya Nair,divyanair@upi,PhonePe,Stationery,combo set(pen+pencil+eraser+ruler+sharpner),Super Market Pvt Ltd
3/10/2023 19:00,7018.172169,Ayesha Khan,ayeshakhan@upi,Bank UPI,Groceries,Milk,Super Market Pvt Ltd
3/10/2023 20:00,6743.408106,Nikhil Pandey,nikhilpandey@upi,BHIM UPI,Frozen Foods,Pasta,Super Market Pvt Ltd
3/10/2023 21:00,8499.897797,Ayesha Khan,ayeshakhan@upi,Paytm,Frozen Foods,Pasta,Super Market Pvt Ltd
3/10/2023 22:00,7298.241567,Sonali Bhatia,sonalibhatia@upi,Amazon Pay,Stationery,pens,Super Market Pvt Ltd
3/10/2023 23:00,5729.477813,Simran Kaur,simrankaur@upi,Bank UPI,Stationery,Book,Super Market Pvt Ltd
3/11/2023 0:00,8612.609836,Nikhil Pandey,nikhilpandey@upi,Bank UPI,Clothing,Jeans,Super Market Pvt Ltd
3/11/2023 1:00,6784.28772,Anjali Mishra,anjalimishra@upi,PhonePe,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/11/2023 2:00,4868.435292,Siddharth Roy,siddharthroy@upi,Bank UPI,Frozen Foods,Pizza,Super Market Pvt Ltd
3/11/2023 3:00,4004.008553,Rajesh Gupta,rajeshgupta@upi,Bank UPI,Groceries,Wheat,Super Market Pvt Ltd
3/11/2023 4:00,4020.56523,Ramesh Chandra,rameshchandra@upi,Amazon Pay,Groceries,Milk,Super Market Pvt Ltd
3/11/2023 5:00,4110.925736,Varun Iyer,varuniyer@upi,Bank UPI,Groceries,Wheat,Super Market Pvt Ltd
3/11/2023 6:00,5709.775298,Pranav Bajaj,pranavbajaj@upi,PhonePe,Clothing,Shirt,Super Market Pvt Ltd
3/11/2023 7:00,7492.593963,Ayesha Khan,ayeshakhan@upi,Bank UPI,Footwear,Men shoes,Super Market Pvt Ltd
3/11/2023 8:00,6831.778451,Rajesh Gupta,rajeshgupta@upi,BHIM UPI,Groceries,Rice,Super Market Pvt Ltd
3/11/2023 9:00,8050.549188,Varun Iyer,varuniyer@upi,PhonePe,Electronics,Tablet,Super Market Pvt Ltd
3/11/2023 10:00,5910.050669,Ayesha Khan,ayeshakhan@upi,BHIM UPI,Electronics,Laptop,Super Market Pvt Ltd
3/11/2023 11:00,4895.76079,Varun Iyer,varuniyer@upi,Paytm,Groceries,Milk,Super Market Pvt Ltd
3/11/2023 12:00,8514.734805,Kavita Das,kavitadas@upi,Paytm,Groceries,Milk,Super Market Pvt Ltd
3/11/2023 13:00,5722.802784,Simran Kaur,simrankaur@upi,Amazon Pay,Groceries,Vegetables,Super Market Pvt Ltd
3/11/2023 14:00,3936.030493,Divya Nair,divyanair@upi,Bank UPI,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/11/2023 15:00,8032.528303,Manoj Tiwari,manojtiwari@upi,PhonePe,Electronics,Laptop,Super Market Pvt Ltd
3/11/2023 16:00,5614.901499,Rajesh Gupta,rajeshgupta@upi,Paytm,Furniture,Dining Table,Super Market Pvt Ltd
3/11/2023 17:00,6366.009113,Vivek Saxena,viveksaxena@upi,Bank UPI,Footwear,reg footwear,Super Market Pvt Ltd
3/11/2023 18:00,4021.653996,Ayesha Khan,ayeshakhan@upi,Google Pay,Furniture,Chair,Super Market Pvt Ltd
3/11/2023 19:00,7512.487065,Rajesh Gupta,rajeshgupta@upi,Google Pay,Electronics,Laptop,Super Market Pvt Ltd
3/11/2023 20:00,6916.387826,Ramesh Chandra,rameshchandra@upi,Amazon Pay,Electronics,Laptop,Super Market Pvt Ltd
3/11/2023 21:00,6257.432357,Meera Menon,meeramenon@upi,Bank UPI,Clothing,Jeans,Super Market Pvt Ltd
3/11/2023 22:00,6782.858487,Simran Kaur,simrankaur@upi,Paytm,Furniture,Chair,Super Market Pvt Ltd
3/11/2023 23:00,4951.827465,Arjun Malhotra,arjunmalhotra@upi,BHIM UPI,Groceries,Wheat,Super Market Pvt Ltd
3/12/2023 0:00,3402.666156,Akhil Sharma,akhilsharma@upi,Bank UPI,Stationery,Book,Super Market Pvt Ltd
3/12/2023 1:00,5302.913123,Anjali Mishra,anjalimishra@upi,Google Pay,Frozen Foods,french fries,Super Market Pvt Ltd
3/12/2023 2:00,4395.926797,Siddharth Roy,siddharthroy@upi,Bank UPI,Groceries,Fruits,Super Market Pvt Ltd
3/12/2023 3:00,7783.489799,Deepa Sinha,deepasinha@upi,Paytm,Electronics,Smartphone,Super Market Pvt Ltd
3/12/2023 4:00,5662.941592,Nikhil Pandey,nikhilpandey@upi,BHIM UPI,Clothing,Saree,Super Market Pvt Ltd
3/12/2023 5:00,7646.568015,Rajesh Gupta,rajeshgupta@upi,PhonePe,Furniture,Dining Table,Super Market Pvt Ltd
3/12/2023 6:00,6922.543685,Nikhil Pandey,nikhilpandey@upi,Bank UPI,Clothing,Shoes,Super Market Pvt Ltd
3/12/2023 7:00,7473.47742,Arjun Malhotra,arjunmalhotra@upi,Paytm,Footwear,women shoes,Super Market Pvt Ltd
3/12/2023 8:00,6331.227201,Nikhil Pandey,nikhilpandey@upi,PhonePe,Clothing,Saree,Super Market Pvt Ltd
3/12/2023 9:00,6904.172871,Divya Nair,divyanair@upi,Google Pay,Footwear,reg footwear,Super Market Pvt Ltd
3/12/2023 10:00,6330.20982,Deepa Sinha,deepasinha@upi,PhonePe,Frozen Foods,french fries,Super Market Pvt Ltd
3/12/2023 11:00,7582.924758,Varun Iyer,varuniyer@upi,Google Pay,Furniture,Chair,Super Market Pvt Ltd
3/12/2023 12:00,4080.738708,Ayesha Khan,ayeshakhan@upi,Amazon Pay,Groceries,Wheat,Super Market Pvt Ltd
3/12/2023 13:00,4035.268228,Sneha Kapoor,snehakapoor@upi,Amazon Pay,Footwear,kids footwear,Super Market Pvt Ltd
3/12/2023 14:00,5430.953351,Kavita Das,kavitadas@upi,Google Pay,Groceries,Rice,Super Market Pvt Ltd
3/12/2023 15:00,4221.492506,Sneha Kapoor,snehakapoor@upi,BHIM UPI,Frozen Foods,Tortilla,Super Market Pvt Ltd
3/12/2023 16:00,6159.714745,Sonali Bhatia,sonalibhatia@upi,Amazon Pay,Frozen Foods,Pizza,Super Market Pvt Ltd
3/12/2023 17:00,6656.486126,Vivek Saxena,viveksaxena@upi,BHIM UPI,Clothing,Shoes,Super Market Pvt Ltd
3/12/2023 18:00,4422.626324,Anjali Mishra,anjalimishra@upi,BHIM UPI,Clothing,Saree,Super Market Pvt Ltd
3/12/2023 19:00,5560.384819,Simran Kaur,simrankaur@upi,BHIM UPI,Frozen Foods,Pasta,Super Market Pvt Ltd
